RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,D66,PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),GROENLINKS,Forum voor Democratie,Partij voor de Dieren,ChristenUnie,Volt,JA21,Staatkundig Gereformeerde Partij (SGP),DENK,50PLUS,BBB,BIJ1,CODE ORANJE,NIDA,Splinter,Piratenpartij,JONG,Trots op Nederland (TROTS),Lijst Henk Krol,NLBeter,"Blanco (Zeven, A.J.L.B.)",LP (Libertaire Partij),OPRECHT,JEZUS LEEFT,DE FEESTPARTIJ (DFP),U-Buntu Connected Front,Vrij en Sociaal Nederland,Partij van de Eenheid,Wij zijn Nederland,Partij voor de Republiek,Modern Nederland,De Groenen
Almelo,GM0141,73107.0,0.5005266253573529,0.499473374642647,4.8,5.1,5.9,6.5,5.8,23.9,28.2,15.0,4.8,72.8,38.6,34.3,36.7,46.4,10.3,6.6,73.7,26.3,10.4,15.9,0.8,0.5,0.5,7.9,6.2,1087.0,36.6,28.2,35.2,2.19,33549.0,0.007630629825032043,499.0,54.6,45.3,0.1,183.0,9388.0,0.4284192586280358,0.2333830421815083,0.0754154239454622,0.217937792927141,0.0448444823178525,5490.0,0.023679417122040074,0.1876138433515482,0.2805100182149362,0.070127504553734,0.1065573770491803,0.2140255009107468,0.1183970856102003,6764.0,1349.0,36.0,99.0,44653.0,209232.0,0.0,0.0,0.0,0.0,2600.0,273517.0,12.5,0.8,0.0,51.3,2.1,14.1,19.3,478.0,443.0,34.0,74.0,540.0,0.9425925925925924,0.0111111111111111,0.0462962962962962,69.41,12.0,68.0,55728,40939,125,61,40753,1,3,4,2,5,8,6,14,7,10,9,12,11,16,15,13.0,18,19,23,21.0,17,20.0,22.0,28.0,24.0,29.0,25,26.0,27.0,33.0,34.0,31.0,30.0,32.0,35.0,36.0,37.0
Borne,GM0147,23312.0,0.4994852436513383,0.5005147563486616,5.6,5.9,5.9,6.1,4.6,22.6,27.4,16.7,5.3,83.4,43.0,40.4,31.4,54.2,7.7,6.8,89.0,11.0,6.3,4.8,0.0,0.2,0.2,1.6,2.8,897.0,28.0,33.9,38.1,2.36,9954.0,0.013261000602772756,383.0,69.4,30.4,0.2,257.0,2923.0,0.4656175162504276,0.1878207321245296,0.0687649674991447,0.2309271296613068,0.0468696544645911,1775.0,0.030985915492957747,0.1464788732394366,0.2507042253521127,0.0591549295774647,0.1183098591549295,0.2535211267605634,0.1352112676056338,5862.0,18.0,4.0,70.0,3500.0,18230.0,0.0,0.0,0.0,0.0,0.0,131049.0,6.4,2.6,0.0,51.7,1.0,14.5,23.6,510.0,490.0,47.0,56.0,207.0,0.8743961352657005,0.0628019323671497,0.0628019323671497,26.16,2.0,15.0,18415,15711,26,20,15665,1,4,2,3,5,6,8,7,9,12,16,10,11,15,13,14.0,18,20,23,21.0,22,17.0,25.0,24.0,26.0,28.0,27,29.0,34.0,19.0,33.0,30.0,31.0,32.0,35.0,36.0,37.0
Dalfsen,GM0148,28587.0,0.5051596879700563,0.4948403120299436,5.2,5.5,6.1,7.1,5.3,20.3,29.3,16.0,5.3,82.1,43.4,38.6,32.1,56.3,5.2,6.4,94.1,5.9,3.3,2.6,0.1,0.2,0.1,0.1,2.2,173.0,27.0,34.4,38.7,2.44,11889.0,0.015224156783581463,72.0,74.5,25.3,0.2,304.0,3764.0,0.4643995749202975,0.2021785334750265,0.0722635494155154,0.2138682252922423,0.0472901168969181,2755.0,0.18148820326678766,0.1524500907441016,0.2087114337568058,0.0508166969147005,0.0907441016333938,0.2068965517241379,0.1107078039927404,44601.0,2405.0,4491.0,715.0,79007.0,853879.0,0.0,102704.0,0.0,0.0,3000.0,1135853.0,4.2,1.3,0.0,60.9,3.2,12.8,17.6,578.0,554.0,79.0,62.0,592.0,0.8868243243243243,0.1081081081081081,0.0050675675675675,166.52,3.0,36.0,22525,19421,20,21,19380,1,4,2,10,3,16,5,6,8,7,13,12,9,11,15,18.0,23,21,20,22.0,24,26.0,17.0,25.0,29.0,27.0,28,14.0,31.0,19.0,33.0,30.0,32.0,34.0,35.0,36.0,37.0
Deventer,GM0150,100719.0,0.4940775821840963,0.5059224178159036,4.9,5.4,5.8,6.2,6.1,25.3,28.0,13.5,4.7,68.1,37.5,30.6,40.2,44.3,9.7,5.8,77.7,22.3,9.1,13.2,0.4,0.6,0.6,6.7,4.9,771.0,39.2,28.0,32.7,2.12,45988.0,0.0033269548577889883,352.0,55.2,44.3,0.5,223.0,13192.0,0.4394329896907216,0.1926167374166161,0.0595815645845967,0.2452243784111582,0.0631443298969072,8315.0,0.037282020444978956,0.1142513529765484,0.2230907997594708,0.0829825616355983,0.0877931449188214,0.3108839446782922,0.1437161755862898,17365.0,1432.0,7841.0,491.0,29855.0,664207.0,0.0,0.0,0.0,0.0,0.0,728814.0,6.5,0.6,0.0,55.3,3.1,16.0,18.5,445.0,418.0,34.0,72.0,717.0,0.9316596931659692,0.0348675034867503,0.0334728033472803,134.33,15.0,69.0,79181,61428,138,109,61181,1,2,3,6,7,4,5,9,8,14,11,16,10,12,15,17.0,20,13,18,21.0,23,22.0,26.0,19.0,28.0,24.0,25,27.0,29.0,34.0,33.0,31.0,30.0,32.0,35.0,36.0,37.0
Enschede,GM0153,159640.0,0.5107679779503884,0.4892320220496116,4.5,4.9,5.2,6.5,9.4,25.9,25.6,13.5,4.3,64.1,34.8,29.2,44.7,39.6,9.6,6.0,69.7,30.3,12.8,17.5,1.3,0.7,1.2,5.5,8.7,1134.0,46.2,25.4,28.3,1.97,75222.0,0.0066469915716146875,534.0,48.5,51.3,0.2,194.0,26902.0,0.2990112259311575,0.145565385473199,0.0480633410155378,0.2319901866032265,0.275369860976879,12005.0,0.015410245730945439,0.1307788421491045,0.2628071636817992,0.0916284881299458,0.100374843815077,0.2544773011245314,0.1445231153685964,7682.0,829.0,1184.0,281.0,9779.0,83848.0,0.0,0.0,0.0,0.0,0.0,369686.0,3.5,0.2,0.0,59.1,5.7,12.6,18.8,428.0,406.0,33.0,78.0,1001.0,0.955044955044955,0.0189810189810189,0.0259740259740259,142.72,10.0,70.0,120141,90423,206,176,90041,1,2,3,4,8,5,6,7,11,9,10,14,12,15,16,17.0,13,21,18,20.0,19,23.0,22.0,26.0,25.0,24.0,27,34.0,29.0,28.0,31.0,33.0,30.0,32.0,35.0,36.0,37.0
Haaksbergen,GM0158,24311.0,0.5029410554892847,0.4970589445107153,4.2,4.7,5.8,6.6,5.1,19.3,30.1,18.2,6.0,83.8,39.2,44.6,33.4,51.8,7.0,7.8,87.5,12.5,6.7,5.8,0.3,0.2,0.2,2.5,2.7,232.0,29.1,34.4,36.5,2.34,10497.0,0.006573306659045442,100.0,68.6,31.2,0.1,250.0,3112.0,0.4521208226221079,0.2066195372750642,0.0687660668380462,0.2181876606683804,0.054305912596401,2215.0,0.13318284424379231,0.1693002257336343,0.2257336343115124,0.0564334085778781,0.1083521444695259,0.1986455981941309,0.110609480812641,18042.0,1587.0,64.0,227.0,77140.0,124839.0,0.0,0.0,0.0,0.0,0.0,571236.0,6.4,0.1,0.0,46.9,2.0,20.2,24.5,547.0,526.0,57.0,58.0,430.0,0.9232558139534884,0.0441860465116279,0.0348837209302325,105.5,8.0,29.0,19407,16094,35,31,16028,1,4,2,3,5,8,6,16,12,7,9,14,11,10,15,18.0,13,20,17,23.0,21,22.0,24.0,25.0,26.0,19.0,27,28.0,29.0,31.0,33.0,34.0,30.0,32.0,35.0,36.0,37.0
Hardenberg,GM0160,60948.0,0.5074325654656429,0.4925674345343571,5.3,5.8,6.2,7.0,5.9,22.8,28.3,14.1,4.6,75.6,42.7,32.9,33.8,53.3,6.6,6.2,93.1,6.9,3.8,3.1,0.1,0.1,0.1,0.2,2.5,195.0,28.3,32.3,39.4,2.45,24810.0,0.014429665457476823,79.0,70.1,29.1,0.8,224.0,8111.0,0.4469239304648009,0.2295647885587473,0.1031931944273209,0.1839477253113056,0.0363703612378251,5260.0,0.15019011406844107,0.1910646387832699,0.2366920152091254,0.053231939163498,0.0760456273764258,0.1787072243346007,0.1140684410646387,78856.0,4770.0,10069.0,548.0,130505.0,2612911.0,0.0,56539.0,0.0,18624.0,0.0,2203885.0,27.3,2.4,0.0,33.5,1.6,17.2,18.0,542.0,519.0,61.0,52.0,1068.0,0.9054307116104868,0.0805243445692883,0.0149812734082397,317.15,29.0,70.0,47554,39349,70,43,39236,4,1,10,3,2,8,16,5,6,12,7,13,9,15,11,18.0,23,20,22,17.0,21,14.0,24.0,29.0,26.0,25.0,28,27.0,19.0,33.0,34.0,30.0,31.0,32.0,35.0,36.0,37.0
Hellendoorn,GM0163,35916.0,0.498747076511861,0.501252923488139,4.9,5.1,6.1,6.6,5.2,21.7,28.2,17.1,5.2,81.5,41.1,40.5,31.7,54.4,6.6,7.2,93.0,7.0,4.1,2.9,0.0,0.1,0.1,0.4,2.3,260.0,28.1,33.7,38.2,2.4,14889.0,0.004902948485459063,108.0,72.3,27.4,0.3,256.0,4631.0,0.4567048153746491,0.2090261282660332,0.0768732455193262,0.2176635715828115,0.0397322392571798,2790.0,0.10931899641577061,0.1630824372759856,0.2491039426523297,0.050179211469534,0.1075268817204301,0.1989247311827957,0.1200716845878136,19327.0,3298.0,12056.0,287.0,88780.0,434914.0,0.0,0.0,0.0,0.0,0.0,616983.0,5.9,0.5,0.0,53.7,2.3,17.7,19.9,559.0,508.0,56.0,59.0,522.0,0.9444444444444444,0.0191570881226053,0.0363984674329501,138.99,9.0,39.0,28457,24140,35,22,24083,4,1,2,3,5,10,8,16,6,7,12,9,11,13,15,18.0,20,14,28,23.0,21,17.0,29.0,22.0,24.0,26.0,19,25.0,27.0,34.0,31.0,30.0,32.0,33.0,35.0,36.0,37.0
Hengelo,GM0164,81140.0,0.50264974118807,0.49735025881193,4.3,4.9,5.7,6.4,6.0,24.1,28.5,14.9,5.2,70.9,36.4,34.5,38.5,45.7,9.5,6.3,76.7,23.3,9.7,13.6,0.3,0.7,0.6,5.7,6.3,1334.0,39.4,28.6,32.0,2.11,38701.0,0.003643316710162528,636.0,56.4,43.4,0.3,201.0,10917.0,0.4162315654483832,0.2028029678483099,0.0609141705596775,0.2314738481267747,0.0885774480168544,6890.0,0.015239477503628448,0.1284470246734397,0.2503628447024673,0.0907111756168359,0.1124818577648766,0.2692307692307692,0.1335268505079825,4466.0,840.0,25.0,266.0,5432.0,0.0,0.0,0.0,0.0,0.0,0.0,186066.0,8.0,8.3,0.3,51.4,1.8,10.5,19.7,592.0,460.0,46.0,67.0,534.0,0.9438202247191012,0.0149812734082397,0.0411985018726591,61.83,10.0,62.0,63414,49573,105,100,49368,1,2,4,3,5,6,8,7,9,11,12,10,14,15,16,17.0,13,18,20,21.0,23,22.0,19.0,29.0,26.0,24.0,25,28.0,27.0,31.0,34.0,30.0,32.0,33.0,35.0,36.0,37.0
Kampen,GM0166,54319.0,0.5001933025276607,0.4998066974723393,6.1,6.6,6.6,7.0,6.1,25.3,25.4,12.9,4.2,76.2,46.1,30.0,32.6,54.9,7.0,5.5,89.8,10.2,4.3,6.0,0.1,0.4,0.3,1.8,3.4,382.0,31.5,29.8,38.7,2.41,22517.0,0.009326286805524714,158.0,63.5,36.3,0.1,231.0,7197.0,0.4529665138252049,0.212588578574406,0.0819786021953591,0.2093928025566208,0.043073502848409,4595.0,0.088139281828074,0.2078346028291621,0.2154515778019586,0.0674646354733405,0.0979325353645266,0.1991294885745375,0.1240478781284004,33753.0,9599.0,7997.0,519.0,2268.0,160942.0,0.0,0.0,0.0,0.0,0.0,991573.0,2.4,0.1,1.0,76.2,2.1,8.8,9.4,433.0,415.0,37.0,73.0,479.0,0.872651356993737,0.0793319415448851,0.0480167014613778,161.79,8.0,35.0,40929,34483,47,40,34396,1,4,10,3,13,2,8,5,6,7,9,12,11,16,14,15.0,18,20,17,21.0,23,22.0,24.0,29.0,25.0,28.0,19,26.0,27.0,33.0,31.0,34.0,30.0,32.0,35.0,36.0,37.0
Losser,GM0168,22683.0,0.502711281576511,0.4972887184234889,4.4,4.9,5.6,6.5,5.1,19.8,30.0,18.5,5.3,82.1,38.9,43.2,32.1,53.6,7.3,7.1,85.4,14.6,10.9,3.7,0.1,0.1,0.2,1.0,2.3,230.0,27.7,35.1,37.2,2.36,9789.0,0.007048728164266013,99.0,68.9,30.9,0.2,243.0,2800.0,0.4417857142857143,0.2060714285714285,0.0753571428571428,0.2232142857142857,0.0535714285714285,1825.0,0.136986301369863,0.147945205479452,0.2684931506849315,0.0493150684931506,0.0931506849315068,0.1835616438356164,0.1178082191780822,17701.0,372.0,18.0,406.0,15839.0,56380.0,0.0,0.0,0.0,0.0,0.0,592469.0,3.2,0.3,0.0,56.9,6.8,13.4,19.5,540.0,524.0,47.0,85.0,374.0,0.8903743315508021,0.0775401069518716,0.0294117647058823,99.62,5.0,13.0,18280,14643,25,18,14600,1,4,3,2,5,8,6,16,12,9,7,11,15,10,18,14.0,23,20,13,21.0,22,17.0,25.0,26.0,27.0,24.0,29,28.0,34.0,19.0,31.0,30.0,32.0,33.0,35.0,36.0,37.0
Noordoostpolder,GM0171,47291.0,0.506608022668161,0.493391977331839,5.9,6.0,6.4,6.9,5.3,24.4,27.2,13.8,4.1,75.5,44.2,31.3,34.1,52.5,8.1,5.3,84.2,15.8,8.1,7.8,1.3,0.7,0.5,0.8,4.6,103.0,30.7,32.1,37.2,2.37,20134.0,0.015446508393761795,44.0,65.4,34.5,0.1,210.0,5951.0,0.4841203159132919,0.2223155772139136,0.0796504789111073,0.1843387665938497,0.0295748613678373,5100.0,0.2372549019607843,0.1647058823529411,0.1823529411764705,0.0627450980392156,0.0931372549019607,0.1725490196078431,0.0862745098039215,15463.0,12327.0,5607.0,334.0,24259.0,482340.0,7705.0,0.0,0.0,0.0,0.0,3666389.0,73.6,10.3,0.9,3.2,1.3,7.6,3.1,523.0,492.0,49.0,61.0,818.0,0.7591687041564792,0.1687041564792176,0.0721271393643031,593.47,12.0,49.0,34304,28235,31,47,28157,1,4,3,2,10,8,5,6,13,16,12,7,9,11,14,15.0,18,20,29,17.0,22,19.0,21.0,24.0,25.0,27.0,28,31.0,33.0,23.0,26.0,30.0,32.0,34.0,35.0,36.0,37.0
Oldenzaal,GM0173,31836.0,0.4958537504711647,0.5041462495288352,4.3,5.4,6.3,6.3,5.0,21.2,28.2,17.5,5.8,83.7,40.9,42.8,33.6,50.0,8.8,7.5,84.2,15.8,7.9,7.9,0.0,0.2,0.2,3.9,3.6,1477.0,33.9,31.3,34.8,2.24,14614.0,0.0037635144382099357,678.0,61.8,38.1,0.1,242.0,4219.0,0.4742830054515288,0.1877222090542782,0.0561744489215453,0.2201943588528087,0.0616259777198388,2685.0,0.00931098696461825,0.1284916201117318,0.2625698324022346,0.074487895716946,0.1452513966480447,0.2532588454376164,0.1266294227188082,540.0,80.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29333.0,9.1,0.5,0.1,50.6,3.8,18.2,17.7,510.0,469.0,35.0,58.0,216.0,0.8796296296296297,0.0787037037037037,0.037037037037037,21.95,14.0,14.0,25026,20696,34,37,20625,1,4,2,3,5,6,8,7,9,12,11,14,16,15,10,18.0,20,21,23,22.0,13,17.0,24.0,25.0,19.0,26.0,27,28.0,34.0,29.0,33.0,31.0,30.0,32.0,35.0,36.0,37.0
Ommen,GM0175,18009.0,0.5065245155200178,0.4934754844799822,4.8,5.5,6.2,6.3,5.0,20.9,28.8,17.4,5.2,83.0,41.6,41.4,32.1,54.3,7.0,6.6,92.2,7.8,4.6,3.2,0.0,0.1,0.1,0.1,2.8,100.0,30.1,34.5,35.3,2.37,7519.0,0.010240723500465487,42.0,70.2,29.6,0.2,267.0,2171.0,0.4744357438968217,0.2040534315983417,0.0617227084292952,0.1962229387379088,0.0635651773376324,1800.0,0.19166666666666668,0.1416666666666666,0.2444444444444444,0.0472222222222222,0.0722222222222222,0.1916666666666666,0.1083333333333333,21537.0,679.0,1096.0,467.0,143256.0,583254.0,0.0,0.0,0.0,0.0,0.0,954093.0,15.8,0.6,0.0,42.3,7.0,17.8,16.5,548.0,524.0,64.0,53.0,553.0,0.9041591320072332,0.0687160940325497,0.0271247739602169,182.01,11.0,46.0,14195,12191,14,15,12162,4,1,10,2,3,16,8,5,6,7,9,13,12,11,15,18.0,20,17,29,22.0,14,23.0,26.0,21.0,24.0,25.0,28,34.0,33.0,19.0,27.0,30.0,31.0,32.0,35.0,36.0,37.0
Raalte,GM0177,37712.0,0.5018826898599915,0.4981173101400085,4.8,5.1,5.6,6.4,5.3,20.4,30.2,16.6,5.5,78.8,39.2,39.6,34.4,52.8,6.2,6.6,93.3,6.7,3.4,3.3,0.0,0.2,0.1,0.8,2.2,221.0,28.3,35.2,36.5,2.37,15902.0,0.008678153691359578,93.0,69.0,30.8,0.2,262.0,4660.0,0.453862660944206,0.1959227467811158,0.0688841201716738,0.2257510729613734,0.0555793991416309,3230.0,0.16873065015479877,0.1393188854489164,0.2136222910216718,0.0557275541795665,0.0928792569659442,0.2105263157894736,0.1191950464396284,36225.0,5145.0,9063.0,963.0,192307.0,870756.0,0.0,0.0,0.0,22515.0,0.0,1282364.0,7.6,0.6,0.0,59.9,1.2,13.3,17.4,546.0,517.0,58.0,69.0,645.0,0.916279069767442,0.041860465116279,0.041860465116279,172.29,9.0,38.0,30201,24999,40,29,24930,1,4,2,3,16,5,6,8,7,12,10,9,11,15,14,13.0,18,20,23,17.0,22,21.0,26.0,24.0,25.0,27.0,19,28.0,29.0,34.0,30.0,31.0,32.0,33.0,35.0,36.0,37.0
Staphorst,GM0180,17145.0,0.5119276757072032,0.4880723242927967,7.5,7.3,7.6,8.0,6.9,23.1,24.0,12.1,3.4,85.0,56.3,28.7,31.1,59.9,3.7,5.3,95.4,4.6,2.5,2.1,0.0,0.0,0.1,0.0,1.9,128.0,24.5,28.4,47.2,2.86,5933.0,0.010112927692566998,44.0,77.4,22.4,0.2,269.0,2462.0,0.4752233956133225,0.1990251827782291,0.1121039805036555,0.1860276198212835,0.0276198212835093,1870.0,0.21657754010695188,0.2566844919786096,0.195187165775401,0.0454545454545454,0.0802139037433155,0.1390374331550802,0.0614973262032085,34883.0,8220.0,4365.0,193.0,11354.0,659537.0,0.0,0.0,0.0,0.0,0.0,946634.0,3.1,0.3,0.1,69.2,6.7,5.7,15.0,539.0,509.0,54.0,70.0,452.0,0.9314159292035398,0.0265486725663716,0.0442477876106194,135.69,8.0,25.0,12393,11328,8,5,11315,13,10,4,1,3,8,2,12,16,6,5,7,9,11,15,23.0,18,20,29,24.0,14,21.0,25.0,26.0,17.0,22.0,27,19.0,28.0,33.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0
Tubbergen,GM0183,21275.0,0.511069330199765,0.488930669800235,4.6,5.0,6.2,7.9,6.5,20.4,29.9,14.5,4.9,76.1,42.0,34.2,35.1,53.6,4.4,6.9,95.3,4.7,3.3,1.4,0.0,0.0,0.0,0.0,1.3,145.0,25.4,31.3,43.3,2.58,8604.0,0.00790330079033008,59.0,71.4,27.8,0.8,285.0,3195.0,0.4197183098591549,0.1896713615023474,0.0888888888888888,0.2403755868544601,0.0613458528951486,2275.0,0.23516483516483516,0.1692307692307692,0.210989010989011,0.0439560439560439,0.1076923076923077,0.145054945054945,0.0901098901098901,40139.0,776.0,4765.0,714.0,138878.0,1012432.0,0.0,0.0,0.0,0.0,0.0,1044174.0,5.2,0.9,0.0,54.6,1.2,16.1,22.0,577.0,533.0,56.0,70.0,534.0,0.906367041198502,0.0936329588014981,0.0,147.44,8.0,21.0,16884,14355,12,18,14325,4,1,3,2,16,8,5,12,6,7,9,11,10,15,18,13.0,20,23,26,22.0,21,29.0,17.0,24.0,25.0,34.0,14,28.0,19.0,27.0,30.0,31.0,32.0,33.0,35.0,36.0,37.0
Urk,GM0184,21031.0,0.5070610051828254,0.4929389948171746,9.3,9.5,9.3,8.5,7.9,26.6,19.3,7.6,2.1,86.1,68.1,18.0,30.7,62.6,2.5,4.2,95.8,4.2,1.6,2.5,0.5,0.1,0.1,0.0,1.8,1599.0,19.9,23.0,57.1,3.28,6663.0,0.01590874981239682,507.0,78.0,21.4,0.5,240.0,3303.0,0.4943990311837723,0.1989100817438692,0.1565243717832273,0.1307901907356948,0.0193763245534362,1885.0,0.05305039787798409,0.2652519893899204,0.2254641909814323,0.1007957559681697,0.1352785145888594,0.1352785145888594,0.0848806366047745,315.0,4.0,0.0,2.0,0.0,690861.0,0.0,0.0,0.0,0.0,14000.0,47763.0,67.3,2.4,0.0,2.2,0.0,13.9,14.2,358.0,323.0,15.0,96.0,103.0,0.9320388349514565,0.0679611650485436,0.0,111.86,1.0,11.0,14036,12819,6,12,12801,13,3,8,10,4,1,29,12,2,9,6,11,5,7,14,21.0,16,15,17,20.0,28,27.0,22.0,24.0,25.0,18.0,19,23.0,26.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Wierden,GM0189,24446.0,0.4997136545856173,0.5002863454143828,5.2,5.9,6.2,6.7,5.2,21.8,27.8,16.2,5.0,82.7,43.8,38.8,30.4,57.2,5.4,7.0,92.7,7.3,4.6,2.7,0.1,0.1,0.1,0.6,1.8,258.0,25.2,33.7,41.1,2.52,9860.0,0.007910750507099391,104.0,72.5,26.4,1.0,275.0,3219.0,0.4554209381795588,0.1891891891891892,0.0674122398260329,0.2364088226157191,0.0515688101894998,2335.0,0.10706638115631692,0.1563169164882226,0.2334047109207709,0.0428265524625267,0.145610278372591,0.2077087794432548,0.1049250535331905,20484.0,983.0,73.0,351.0,67721.0,639190.0,0.0,0.0,0.0,14141.0,0.0,559521.0,8.1,0.0,0.0,48.5,3.5,18.2,21.7,801.0,512.0,46.0,62.0,414.0,0.8840579710144928,0.0700483091787439,0.0458937198067632,95.39,6.0,28.0,19150,16545,23,16,16506,1,4,3,2,10,8,13,16,6,5,12,7,9,11,15,18.0,28,23,21,14.0,20,17.0,22.0,26.0,29.0,24.0,25,27.0,19.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
Zwolle,GM0193,128840.0,0.4927662216702887,0.5072337783297113,5.5,6.0,6.1,6.0,6.8,28.2,25.5,12.0,3.9,65.3,39.1,26.3,43.1,42.9,9.1,4.9,82.6,17.4,6.8,10.5,0.6,1.3,1.0,2.0,5.7,1160.0,41.2,26.9,31.9,2.11,58492.0,0.014925117964849894,526.0,53.1,46.6,0.4,251.0,18342.0,0.4074255806346091,0.1765892487187874,0.0458510522298549,0.3038927052666012,0.0662414131501472,10970.0,0.014129443938012761,0.0998176845943482,0.2215132178669097,0.1039197812215132,0.0847766636280765,0.3113035551504102,0.1645396536007292,11097.0,1771.0,52.0,187.0,40119.0,28619.0,0.0,0.0,0.0,0.0,0.0,437583.0,2.0,0.2,0.0,74.9,4.5,7.0,11.4,432.0,389.0,35.0,64.0,756.0,0.9246031746031746,0.0317460317460317,0.0449735449735449,119.36,16.0,78.0,99879,82028,127,153,81748,2,1,10,4,7,3,6,5,9,8,11,12,14,13,15,17.0,16,20,21,18.0,23,22.0,26.0,19.0,25.0,29.0,24,27.0,28.0,33.0,34.0,31.0,30.0,32.0,35.0,36.0,37.0
Aalten,GM0197,27121.0,0.5032631540134951,0.4967368459865049,4.4,5.0,6.1,6.2,5.0,20.1,30.6,17.1,5.4,79.6,39.1,40.5,34.3,51.6,6.7,7.3,88.6,11.4,8.0,3.4,0.1,0.2,0.1,1.1,1.9,281.0,30.1,34.5,35.4,2.31,11976.0,0.004091516366065464,124.0,71.1,28.6,0.3,220.0,3256.0,0.4901719901719901,0.207002457002457,0.0715601965601965,0.1931818181818181,0.038083538083538,2240.0,0.15401785714285715,0.203125,0.2120535714285714,0.0424107142857142,0.0825892857142857,0.1852678571428571,0.1227678571428571,13883.0,1536.0,71.0,219.0,71748.0,273998.0,0.0,0.0,0.0,0.0,0.0,660580.0,14.2,1.7,0.0,41.7,2.5,21.3,18.6,533.0,513.0,54.0,53.0,422.0,0.9265402843601896,0.0734597156398104,0.0,97.05,4.0,29.0,21386,17215,18,16,17181,1,4,2,3,5,16,10,6,8,7,9,12,15,11,13,14.0,18,22,20,21.0,23,17.0,24.0,25.0,29.0,26.0,27,19.0,28.0,31.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0
Apeldoorn,GM0200,163818.0,0.4983090991221965,0.5016909008778034,4.8,5.2,5.5,6.2,5.5,23.1,28.7,16.0,5.1,74.8,37.9,36.8,35.5,48.3,9.9,6.2,81.9,18.1,8.4,9.7,0.6,0.7,0.6,2.7,5.0,482.0,36.1,30.8,33.1,2.17,73244.0,0.011291027251378953,215.0,60.2,39.7,0.1,262.0,19219.0,0.4740621260211249,0.1946511264894115,0.0718039440137364,0.1973047505073104,0.0621780529684166,14115.0,0.021608218207580587,0.1292950761601133,0.2369819341126461,0.0867871059156925,0.1066241586964222,0.2840949344668792,0.1349628055260361,38331.0,991.0,805.0,560.0,27953.0,225314.0,0.0,0.0,0.0,0.0,200.0,482767.0,7.5,1.4,0.1,62.1,2.6,8.1,18.3,509.0,453.0,43.0,81.0,1277.0,0.8833202819107283,0.0493343774471417,0.0665622552858261,341.15,16.0,95.0,128846,102081,173,178,101730,1,2,3,4,6,5,8,10,7,9,13,12,11,14,15,16.0,18,20,17,23.0,21,19.0,22.0,26.0,24.0,28.0,29,25.0,27.0,31.0,30.0,32.0,33.0,34.0,35.0,36.0,37.0
